,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
MIR3945HG,0.1374,0.8626,-1.8370546432381516,1.1999535e-06,3.162213e-07,1e-05,0.25,1.0121158,0.8411503,3.4082797,-8.587772,11.205206,0.005908138,0.00050858234,0.00476462740613684,0.000508582326764145,0.022813960909843445,0.002666543936356902,False,5kpbmc vs Rest,5kpbmc,Rest
AC009242.1,0.1374,0.8626,-1.8370546432381516,1.4298311e-06,9.342414e-07,1e-05,0.25,0.8358115,0.8815117,2.8161983,-8.3798485,9.663637,0.0022870211,0.0011443102,0.0020964360587002098,0.0008900190718372536,0.023392843082547188,0.013257840648293495,False,5kpbmc vs Rest,5kpbmc,Rest
CEND1,0.137,0.863,-1.8404337038500904,9.086436e-07,2.0498364e-06,1e-05,0.25,-1.1370528,-1.1209841,3.3418872,-13.917626,11.867127,0.0011435106,0.0016528926,0.000952925481227368,0.0012714558169103624,0.002886622678488493,0.009535245597362518,False,5kpbmc vs Rest,5kpbmc,Rest
IGLV1-51,0.1364,0.8636,-1.8455178914969452,9.56103e-07,2.3590976e-06,1e-05,0.25,-1.0844836,-1.1518707,3.2512748,-11.70591,10.86825,0.0003811702,0.0025429116,0.0003811701924909472,0.0011443102352193262,0.008440123870968819,0.012793013826012611,False,5kpbmc vs Rest,5kpbmc,Rest
RNASE1,0.1364,0.8636,-1.8455178914969452,2.2107672e-07,2.4124197e-06,1e-05,0.25,-1.8780451,-1.6255627,3.403014,-13.477191,9.957309,0.0013340957,0.010425937,0.0013340956737183153,0.007883026064844246,0.002996909199282527,0.038018014281988144,False,5kpbmc vs Rest,5kpbmc,Rest
TRDV3,0.1358,0.8642,-1.8506209463069327,1.4923282e-06,3.939593e-07,1e-05,0.25,0.992359,0.95013046,3.2878873,-9.271,13.344658,0.0011435106,0.00012714558,0.000952925481227368,0.00012714558169103624,0.011507285758852959,0.0010019352193921804,False,5kpbmc vs Rest,5kpbmc,Rest
C2orf88,0.1356,0.8644000000000001,-1.852326186948844,6.9151083e-06,4.0361974e-06,1e-05,0.25,-0.36055568,-0.33920383,3.212105,-13.795236,15.811309,0.016390318,0.013604578,0.0032399466361730514,0.00915448188175461,0.06664902716875076,0.048167645931243896,False,5kpbmc vs Rest,5kpbmc,Rest
AC012236.1,0.1352,0.8648,-1.8557430403150077,3.2507862e-06,6.415187e-06,1e-05,0.25,-1.1593937,-1.155653,3.709807,-12.709991,11.563098,0.0057175527,0.027717737,0.00476462740613684,0.013731722822631914,0.033852726221084595,0.06531830132007599,False,5kpbmc vs Rest,5kpbmc,Rest
AP003306.2,0.1352,0.8648,-1.8557430403150077,1.2537108e-06,4.4078533e-07,1e-05,0.25,1.4691211,1.4709139,2.832854,-9.527949,11.350693,0.0022870211,0.00025429117,0.0020964360587002098,0.0002542911633820725,0.02735871449112892,0.005785539746284485,False,5kpbmc vs Rest,5kpbmc,Rest
TRAV20,0.1352,0.8648,-1.8557430403150077,1.7559424e-06,1.4026803e-06,1e-05,0.25,0.17942654,0.24316216,3.9214292,-11.148654,12.7181425,0.0015246808,0.0010171647,0.0007623403849818944,0.0007628734901462174,0.02008036896586418,0.02230292372405529,False,5kpbmc vs Rest,5kpbmc,Rest
AL158211.3,0.1352,0.8648,-1.8557430403150077,1.5105525e-06,1.519488e-06,1e-05,0.25,-0.20470336,-0.19199276,2.151875,-7.824045,7.715973,0.0051457975,0.002161475,0.004574042309891366,0.002161474888747616,0.019538339227437973,0.012763268314301968,False,5kpbmc vs Rest,5kpbmc,Rest
SPTLC3,0.135,0.865,-1.8574546659800721,2.0248756e-06,1.0011572e-06,1e-05,0.25,0.81126344,0.86575985,3.5884953,-10.941648,14.48574,0.0015246808,0.00038143675,0.0015246807699637887,0.0002542911633820725,0.01340166013687849,0.008558190427720547,False,5kpbmc vs Rest,5kpbmc,Rest
LINC02381,0.135,0.865,-1.8574546659800721,1.3426733e-06,5.697278e-07,1e-05,0.25,0.2759654,-0.014732361,3.2760851,-9.967265,10.417355,0.0011435106,0.00089001906,0.000952925481227368,0.0008900190718372536,0.00800623930990696,0.002360668731853366,False,5kpbmc vs Rest,5kpbmc,Rest
EGFL8,0.1342,0.8658,-1.8643226475046648,1.4677934e-06,7.620556e-07,1e-05,0.25,0.14731707,0.18779087,3.191055,-9.333618,10.049427,0.0017152659,0.00089001906,0.0015246807699637887,0.0008900190718372536,0.01989702507853508,0.011232106946408749,False,5kpbmc vs Rest,5kpbmc,Rest
TERT,0.134,0.866,-1.866045045532005,1.5973775e-07,1.1178521e-06,1e-05,0.25,-2.105348,-2.0918617,2.5831704,-11.03265,7.1130905,0.0,0.0010171647,0.0,0.0008900190718372536,0.0,0.010798405855894089,False,5kpbmc vs Rest,5kpbmc,Rest
CTXN1,0.1336,0.8664000000000001,-1.869496371275952,1.8531455e-06,6.8913005e-07,1e-05,0.25,0.4539365,0.31694794,3.0252395,-10.818448,12.627054,0.0009529255,0.0007628735,0.0007623403849818944,0.0007628734901462174,0.014224924147129059,0.0028630110900849104,False,5kpbmc vs Rest,5kpbmc,Rest
TEX9,0.1334,0.8666,-1.871225312401119,3.4358304e-06,4.5982506e-06,1e-05,0.25,-0.4610898,-0.44449234,3.5884023,-15.290899,13.280956,0.0066704783,0.0068658614,0.005336382694873261,0.006102987921169739,0.03858767822384834,0.047251902520656586,False,5kpbmc vs Rest,5kpbmc,Rest
RAB42,0.133,0.867,-1.8746897849048463,1.3514799e-06,3.2437745e-07,1e-05,0.25,1.4536936,1.4607887,3.1148326,-9.38809,11.637601,0.0011435106,0.00012714558,0.000952925481227368,0.00012714558169103624,0.006002561189234257,0.000369072804460302,False,5kpbmc vs Rest,5kpbmc,Rest
ITGB5,0.133,0.867,-1.8746897849048463,1.3578286e-06,2.523009e-06,1e-05,0.25,-1.5727752,-1.6822872,3.2531147,-12.858991,13.127046,0.004192872,0.005848697,0.0030493615399275775,0.004195804195804196,0.00757371773943305,0.020075509324669838,False,5kpbmc vs Rest,5kpbmc,Rest
AURKB,0.133,0.867,-1.8746897849048463,1.5920992e-06,2.594622e-06,1e-05,0.25,-0.5470033,-0.47977257,2.6879961,-14.015995,10.790634,0.008576329,0.018563256,0.004002287021154946,0.006993006993006993,0.015151840634644032,0.02474917843937874,False,5kpbmc vs Rest,5kpbmc,Rest
SNRK-AS1,0.133,0.867,-1.8746897849048463,1.5583018e-06,1.0619658e-06,1e-05,0.25,0.3921344,0.42995262,2.8431,-8.82585,11.24656,0.0015246808,0.0010171647,0.0013340956737183153,0.00101716465352829,0.012174967676401138,0.013613000512123108,False,5kpbmc vs Rest,5kpbmc,Rest
AC103957.2,0.1328,0.8672,-1.8764253298732116,1.40819e-06,7.130616e-07,1e-05,0.25,0.49386796,0.39384937,2.7454126,-7.9747276,10.262775,0.0015246808,0.0007628735,0.0013340956737183153,0.0007628734901462174,0.016773350536823273,0.004990542307496071,False,5kpbmc vs Rest,5kpbmc,Rest
SDC2,0.1328,0.8672,-1.8764253298732116,1.3417871e-06,8.2338926e-07,1e-05,0.25,0.3481219,0.26367188,3.6249485,-9.860126,11.841505,0.004002287,0.0017800381,0.003811701924909472,0.0015257469802924348,0.013937784358859062,0.008473172783851624,False,5kpbmc vs Rest,5kpbmc,Rest
AL445228.2,0.1326,0.8674,-1.8781630897634316,2.439359e-06,1.5816709e-06,1e-05,0.25,0.04001801,0.06545639,3.8628137,-11.093248,12.474147,0.0017152659,0.00089001906,0.0015246807699637887,0.0007628734901462174,0.013564268127083778,0.017844293266534805,False,5kpbmc vs Rest,5kpbmc,Rest
TRIM71,0.1322,0.8678,-1.8816452818270948,4.12546e-07,1.1966056e-06,1e-05,0.25,-1.235003,-1.1473465,3.4604902,-12.126751,10.8440075,0.0009529255,0.002415766,0.0007623403849818944,0.002161474888747616,0.002756004221737385,0.015207880176603794,False,5kpbmc vs Rest,5kpbmc,Rest
AC009108.3,0.1318,0.8682,-1.8851364164426383,1.194741e-06,7.4126456e-07,1e-05,0.25,0.13910599,0.103069305,2.8187342,-9.462313,9.034413,0.0007623404,0.0006357279,0.0007623403849818944,0.000508582326764145,0.013307202607393265,0.008404335007071495,False,5kpbmc vs Rest,5kpbmc,Rest
AL158196.1,0.1318,0.8682,-1.8851364164426383,1.3383399e-06,9.380964e-07,1e-05,0.25,0.18122917,0.16307163,2.7905514,-10.705956,10.157507,0.0011435106,0.0010171647,0.0011435105774728416,0.0008900190718372536,0.030393993481993675,0.012748080305755138,False,5kpbmc vs Rest,5kpbmc,Rest
AC007240.1,0.1316,0.8684000000000001,-1.8868853546405118,6.588215e-07,1.3388889e-06,1e-05,0.25,-1.287757,-1.1035252,3.1924016,-12.452961,13.685367,0.0015246808,0.0049586776,0.0013340956737183153,0.003178639542275906,0.0027981516905128956,0.018726587295532227,False,5kpbmc vs Rest,5kpbmc,Rest
SEMA3A,0.1314,0.8686,-1.8886365494594928,1.2470637e-06,2.8912018e-07,1e-05,0.25,1.2327985,1.1825209,2.7356575,-8.189114,12.321046,0.0017152659,0.00025429117,0.0015246807699637887,0.0002542911633820725,0.010011189617216587,0.001374285900965333,False,5kpbmc vs Rest,5kpbmc,Rest
PGA5,0.1312,0.8688,-1.8903900079603018,4.328858e-07,9.459101e-07,1e-05,0.25,-1.0041862,-0.98514366,3.5481043,-10.943177,9.860713,0.0015246808,0.0020343293,0.0015246807699637887,0.0017800381436745073,0.003493205877020955,0.012775935232639313,False,5kpbmc vs Rest,5kpbmc,Rest
C19orf71,0.131,0.869,-1.8921457372358454,8.358219e-07,1.5999996e-06,1e-05,0.25,-0.57389295,-0.48267174,3.0481653,-11.0382395,10.473893,0.0005717553,0.0007628735,0.0005717552887364208,0.0006357279084551812,0.003423230489715934,0.014443452470004559,False,5kpbmc vs Rest,5kpbmc,Rest
CXCL10,0.131,0.869,-1.8921457372358454,4.425741e-06,1.8629892e-06,1e-05,0.25,1.0935595,1.107501,3.657742,-15.231854,15.417646,0.036401752,0.013477432,0.005336382694873261,0.0013986013986013986,0.09486047923564911,0.06977993249893188,False,5kpbmc vs Rest,5kpbmc,Rest
GINS1,0.1308,0.8692,-1.8939037444114117,1.0445536e-06,1.593259e-06,1e-05,0.25,-0.8917746,-0.8742552,2.4596353,-9.897426,9.410788,0.001905851,0.0040686587,0.0017152658662092624,0.003178639542275906,0.006544333882629871,0.01659906841814518,False,5kpbmc vs Rest,5kpbmc,Rest
LYPD2,0.1308,0.8692,-1.8939037444114117,1.30725975e-05,1.349429e-05,1e-05,0.25,-0.6938293,-0.7344818,4.1592684,-17.926008,16.818935,0.05679436,0.05200254,0.006479893272346103,0.004831532104259377,0.12655729055404663,0.1833101212978363,False,5kpbmc vs Rest,5kpbmc,Rest
ADAMDEC1,0.1304,0.8696,-1.8974266211268738,7.540407e-07,1.8994357e-06,1e-05,0.25,-0.7375106,-0.7297573,3.5881855,-12.785946,10.064019,0.0017152659,0.0020343293,0.0017152658662092624,0.001652892561983471,0.006950543262064457,0.012793976813554764,False,5kpbmc vs Rest,5kpbmc,Rest
CDC20,0.1298,0.8702,-1.9027282004666017,1.8048293e-06,3.6186766e-06,1e-05,0.25,0.71650726,0.7356138,3.2004924,-16.23245,14.254559,0.0066704783,0.04144946,0.003430531732418525,0.006611570247933884,0.04061145335435867,0.03788427263498306,False,5kpbmc vs Rest,5kpbmc,Rest
HSD11B1,0.1296,0.8704000000000001,-1.9045000265119838,1.6524662e-06,1.6835958e-06,1e-05,0.25,0.032566298,0.09684372,3.4892316,-11.900708,12.09368,0.0015246808,0.0013986015,0.0015246807699637887,0.0011443102352193262,0.015805022791028023,0.01208331249654293,False,5kpbmc vs Rest,5kpbmc,Rest
SMC2-AS1,0.1292,0.8708,-1.9080506720962065,1.1704266e-06,5.560185e-07,1e-05,0.25,0.9848281,1.0228767,2.9311213,-8.680436,9.765659,0.0017152659,0.00050858234,0.0015246807699637887,0.000508582326764145,0.01156921498477459,0.008676075376570225,False,5kpbmc vs Rest,5kpbmc,Rest
AC032044.1,0.1292,0.8708,-1.9080506720962065,1.437183e-06,1.0563833e-06,1e-05,0.25,-0.1084314,-0.1696043,3.4177139,-11.068451,12.038973,0.0007623404,0.0011443102,0.0005717552887364208,0.0011443102352193262,0.019122958183288574,0.013455566950142384,False,5kpbmc vs Rest,5kpbmc,Rest
AC007378.1,0.1286,0.8714,-1.913394235595114,1.286806e-06,7.221936e-07,1e-05,0.25,0.8067952,0.88046646,2.5161874,-8.069971,10.355972,0.0017152659,0.0007628735,0.0015246807699637887,0.0007628734901462174,0.004865653812885284,0.004399058409035206,False,5kpbmc vs Rest,5kpbmc,Rest
SLC2A5,0.1274,0.8726,-1.9241454505185183,1.8326912e-06,3.2333407e-06,1e-05,0.25,-0.5293637,-0.52476597,3.6467798,-12.667211,12.7966175,0.0028587764,0.012968849,0.002858776443682104,0.008645899554990464,0.02566256746649742,0.04088595137000084,False,5kpbmc vs Rest,5kpbmc,Rest
PRG4,0.1272,0.8728,-1.9259457164538687,1.2848986e-06,1.2314066e-06,1e-05,0.25,-0.34197104,-0.38155842,3.4004767,-10.281132,10.349728,0.0007623404,0.0010171647,0.0007623403849818944,0.0008900190718372536,0.013031764887273312,0.008836244232952595,False,5kpbmc vs Rest,5kpbmc,Rest
FAM225A,0.126,0.874,-1.936798400780629,1.0078469e-06,5.5814473e-07,1e-05,0.25,0.32853565,0.30360413,3.3067565,-10.194216,10.459492,0.0034305318,0.00089001906,0.0030493615399275775,0.0008900190718372536,0.008719004690647125,0.00421627052128315,False,5kpbmc vs Rest,5kpbmc,Rest
AC104695.3,0.126,0.874,-1.936798400780629,1.1765154e-06,3.063958e-07,1e-05,0.25,1.6186283,1.6207485,2.3767066,-7.4955177,11.308018,0.0051457975,0.00089001906,0.0041928721174004195,0.0008900190718372536,0.020353548228740692,0.006849398836493492,False,5kpbmc vs Rest,5kpbmc,Rest
CDC25C,0.126,0.874,-1.936798400780629,1.1058015e-06,3.9707282e-07,1e-05,0.25,1.6658455,1.6840982,2.5241148,-10.670835,10.2240305,0.0015246808,0.0017800381,0.0015246807699637887,0.0013986013986013986,0.01686699688434601,0.0012154432479292154,False,5kpbmc vs Rest,5kpbmc,Rest
ITPKA,0.1258,0.8742,-1.9386157701106512,1.3381793e-06,1.7991019e-06,1e-05,0.25,0.7380706,0.9385605,3.2761493,-11.621403,10.579814,0.0009529255,0.0011443102,0.000952925481227368,0.00101716465352829,0.008939949795603752,0.015122869051992893,False,5kpbmc vs Rest,5kpbmc,Rest
SKA1,0.1258,0.8742,-1.9386157701106512,7.494823e-07,1.3867282e-06,1e-05,0.25,-0.6224368,-0.63921356,3.091672,-11.573457,10.562013,0.0013340957,0.007247298,0.0011435105774728416,0.0035600762873490145,0.017070885747671127,0.024775952100753784,False,5kpbmc vs Rest,5kpbmc,Rest
CIT,0.1258,0.8742,-1.9386157701106512,1.7081717e-06,1.432789e-06,1e-05,0.25,0.027875153,-0.0028457642,2.8915935,-10.847976,11.59832,0.0024776063,0.00432295,0.001905850962454736,0.003305785123966942,0.0138387531042099,0.012123005464673042,False,5kpbmc vs Rest,5kpbmc,Rest
AC135279.3,0.1258,0.8742,-1.9386157701106512,1.2952871e-06,7.16068e-07,1e-05,0.25,0.73334134,0.74637794,2.7315757,-8.565296,10.423449,0.003811702,0.0007628735,0.0032399466361730514,0.0007628734901462174,0.011056543327867985,0.007495729252696037,False,5kpbmc vs Rest,5kpbmc,Rest
BACH1-AS1,0.125,0.875,-1.945910080483888,1.3519528e-06,1.362874e-06,1e-05,0.25,0.11340313,0.18743896,2.5728433,-9.462488,10.26186,0.0013340957,0.0011443102,0.0013340956737183153,0.00101716465352829,0.009646628983318806,0.011810008436441422,False,5kpbmc vs Rest,5kpbmc,Rest
GATA2,0.1246,0.8754,-1.949572249569973,2.6240666e-06,2.2842305e-06,1e-05,0.25,1.309175,1.3029814,3.1703823,-13.548567,16.543652,0.0068610637,0.0036872218,0.0020964360587002098,0.0003814367450731087,0.028766723349690437,0.012137310579419136,False,5kpbmc vs Rest,5kpbmc,Rest
SH3RF2,0.1246,0.8754,-1.949572249569973,2.3787068e-07,1.2325318e-06,1e-05,0.25,-1.5730555,-1.5355835,2.9797056,-13.730673,8.51527,0.0,0.0007628735,0.0,0.0006357279084551812,0.0,0.005798363592475653,False,5kpbmc vs Rest,5kpbmc,Rest
DTL,0.1246,0.8754,-1.949572249569973,2.1419735e-06,2.021799e-06,1e-05,0.25,-0.21261284,-0.2764778,3.2093618,-12.415867,13.077726,0.004192872,0.008518754,0.0026681913474366306,0.004450095359186269,0.01075239572674036,0.012558197602629662,False,5kpbmc vs Rest,5kpbmc,Rest
GSDME,0.1244,0.8756,-1.9514071163785203,1.1755916e-06,6.9127606e-07,1e-05,0.25,0.6699663,0.6444044,3.0675366,-9.256361,10.453931,0.003811702,0.001525747,0.003430531732418525,0.0015257469802924348,0.016940876841545105,0.0071914177387952805,False,5kpbmc vs Rest,5kpbmc,Rest
ZDHHC19,0.1244,0.8756,-1.9514071163785203,4.103392e-06,1.2502651e-05,1e-05,0.25,0.03956369,0.23153687,4.0262866,-15.19336,14.109791,0.005908138,0.009027337,0.004955212502382313,0.007247298156389066,0.043780162930488586,0.1414625495672226,False,5kpbmc vs Rest,5kpbmc,Rest
LINC01781,0.1234,0.8766,-1.9606196068838593,1.9379742e-05,2.1480604e-05,1e-05,0.25,-0.289785,-0.160182,4.6912746,-16.718876,16.552647,0.037926435,0.04577241,0.017152658662092625,0.017037507946598855,0.2724224627017975,0.2577676475048065,False,5kpbmc vs Rest,5kpbmc,Rest
SHISA8,0.1228,0.8772,-1.9661779307973783,4.3741697e-06,9.597317e-06,1e-05,0.25,-0.76714694,-0.79467964,3.710132,-15.474548,13.488152,0.01048218,0.013477432,0.007051648561082523,0.00915448188175461,0.08349791914224625,0.15830375254154205,False,5kpbmc vs Rest,5kpbmc,Rest
NETO1,0.122,0.878,-1.9736254783241718,2.1946148e-06,1.0268542e-05,1e-05,0.25,-1.6278069,-1.563015,3.8513489,-15.542029,12.693263,0.0022870211,0.004577241,0.0020964360587002098,0.004195804195804196,0.01829535700380802,0.06466909497976303,False,5kpbmc vs Rest,5kpbmc,Rest
DOC2A,0.122,0.878,-1.9736254783241718,8.76658e-07,6.8941523e-07,1e-05,0.25,-0.10032004,-0.17632008,3.2187405,-9.677336,9.351326,0.0024776063,0.0012714558,0.0020964360587002098,0.0011443102352193262,0.006379334721714258,0.0055267284624278545,False,5kpbmc vs Rest,5kpbmc,Rest
KCNQ2,0.122,0.878,-1.9736254783241718,1.2715826e-06,1.2831881e-06,1e-05,0.25,-0.40954134,-0.48182964,3.6993752,-10.778138,11.547591,0.0011435106,0.0007628735,0.0011435105774728416,0.0006357279084551812,0.011883477680385113,0.009884357452392578,False,5kpbmc vs Rest,5kpbmc,Rest
DNAH8,0.122,0.878,-1.9736254783241718,1.6463708e-06,1.1351145e-06,1e-05,0.25,0.59150434,0.5116396,3.3387725,-11.515369,12.209894,0.0007623404,0.00089001906,0.0005717552887364208,0.0007628734901462174,0.019075248390436172,0.005255145486444235,False,5kpbmc vs Rest,5kpbmc,Rest
MED12L,0.1218,0.8782,-1.9754939321369454,1.3210738e-06,1.4495992e-06,1e-05,0.25,-0.20888528,-0.14860821,2.7374606,-9.63903,10.38937,0.0036211167,0.0012714558,0.002858776443682104,0.0012714558169103624,0.01240735687315464,0.013280484825372696,False,5kpbmc vs Rest,5kpbmc,Rest
C1QC,0.1218,0.8782,-1.9754939321369454,4.0484892e-06,4.3328596e-06,1e-05,0.25,-1.8318018,-1.9496813,3.7538302,-16.553095,15.599189,0.016199734,0.012968849,0.004002287021154946,0.004195804195804196,0.03141579031944275,0.034513797610998154,False,5kpbmc vs Rest,5kpbmc,Rest
AL022323.3,0.1214,0.8786,-1.9792387819257056,1.1148225e-06,6.338578e-07,1e-05,0.25,0.7231217,0.71802807,2.4688842,-8.272808,9.164297,0.0017152659,0.00050858234,0.0015246807699637887,0.000508582326764145,0.011775370687246323,0.008928471244871616,False,5kpbmc vs Rest,5kpbmc,Rest
HOXA5,0.121,0.879,-1.9829942808203755,1.5667518e-06,1.1118535e-06,1e-05,0.25,0.030285254,0.06480217,3.1573777,-9.546597,12.194926,0.0032399467,0.0026700571,0.0024776062511911567,0.0024157660521296883,0.010980402119457722,0.010641898028552532,False,5kpbmc vs Rest,5kpbmc,Rest
MYEOV,0.121,0.879,-1.9829942808203755,1.0500938e-06,1.2341445e-06,1e-05,0.25,-0.22122878,-0.230546,2.889885,-9.177272,8.525597,0.0009529255,0.0012714558,0.0007623403849818944,0.0012714558169103624,0.004064350388944149,0.005701691843569279,False,5kpbmc vs Rest,5kpbmc,Rest
TRAV30,0.1208,0.8792,-1.9848760461812198,1.1282845e-06,1.7192068e-07,1e-05,0.25,1.6254001,1.5540009,3.1209252,-7.9653187,11.155291,0.0022870211,0.00025429117,0.001905850962454736,0.0002542911633820725,0.020808465778827667,0.002789960941299796,False,5kpbmc vs Rest,5kpbmc,Rest
IL17RB,0.1204,0.8796,-1.9886476541182145,2.462333e-07,1.8928245e-06,1e-05,0.25,-1.548269,-1.3500261,3.3354266,-12.866269,9.138953,0.0001905851,0.0011443102,0.0001905850962454736,0.00101716465352829,0.0014405525289475918,0.01828085258603096,False,5kpbmc vs Rest,5kpbmc,Rest
SELENOP,0.12,0.88,-1.992430092720513,9.656412e-07,1.1002528e-06,1e-05,0.25,-0.34319344,-0.33410835,3.2068763,-10.327079,9.953319,0.0009529255,0.00050858234,0.0007623403849818944,0.000508582326764145,0.004198439884930849,0.0055574155412614346,False,5kpbmc vs Rest,5kpbmc,Rest
CGN,0.1198,0.8802,-1.9943253965842456,1.0545059e-06,1.7645814e-06,1e-05,0.25,-0.57577944,-0.5205698,3.4461904,-12.604545,13.059175,0.0007623404,0.0007628735,0.0003811701924909472,0.0006357279084551812,0.0035272594541311264,0.008753357455134392,False,5kpbmc vs Rest,5kpbmc,Rest
TRPM8,0.1198,0.8802,-1.9943253965842456,2.1621057e-07,9.861496e-07,1e-05,0.25,-1.6409153,-1.6742887,2.6801305,-11.510789,7.5899124,0.0,0.0006357279,0.0,0.000508582326764145,0.0,0.009978467598557472,False,5kpbmc vs Rest,5kpbmc,Rest
MAST4-AS1,0.1196,0.8804,-1.996223435882212,8.7208247e-07,9.937769e-07,1e-05,0.25,0.063210115,0.21560192,3.4097657,-10.16378,11.152915,0.0007623404,0.00089001906,0.0007623403849818944,0.0007628734901462174,0.010539268143475056,0.015749361366033554,False,5kpbmc vs Rest,5kpbmc,Rest
RAD54L,0.1192,0.8808,-2.000027758237922,1.330227e-06,6.675437e-07,1e-05,0.25,0.49959087,0.5003309,2.5824647,-9.423706,12.455857,0.0022870211,0.0031786396,0.0015246807699637887,0.0022886204704386523,0.009858094155788422,0.005226422101259232,False,5kpbmc vs Rest,5kpbmc,Rest
FCGR3B,0.1192,0.8808,-2.000027758237922,1.3152361e-06,4.2989976e-07,1e-05,0.25,0.8488871,0.74151516,3.100493,-9.150074,11.102426,0.0015246808,0.00050858234,0.0013340956737183153,0.000508582326764145,0.010678280144929886,0.004272951278835535,False,5kpbmc vs Rest,5kpbmc,Rest
IGHV4-34,0.1188,0.8812,-2.0038431351727244,3.9181728e-07,1.2521573e-06,1e-05,0.25,-1.6965035,-1.7547235,2.7836711,-11.258357,9.106806,0.0013340957,0.0026700571,0.0001905850962454736,0.0015257469802924348,0.0008803006494417787,0.009905225597321987,False,5kpbmc vs Rest,5kpbmc,Rest
DIAPH3,0.1184,0.8815999999999999,-2.0076696428323015,3.282972e-07,1.3913602e-06,1e-05,0.25,-2.1944854,-2.233016,2.7502942,-13.7363,12.326927,0.0015246808,0.007883026,0.0007623403849818944,0.004450095359186269,0.0016390180680900812,0.01436272170394659,False,5kpbmc vs Rest,5kpbmc,Rest
AL157912.1,0.118,0.882,-2.011507358133236,9.1728e-07,1.0235609e-06,1e-05,0.25,-1.1049112,-0.97283745,3.4217136,-12.143599,11.975749,0.0009529255,0.0012714558,0.0005717552887364208,0.0011443102352193262,0.00820434931665659,0.013618377968668938,False,5kpbmc vs Rest,5kpbmc,Rest
ASCL5,0.1178,0.8822,-2.0134304428990113,1.0912415e-06,7.7022656e-07,1e-05,0.25,0.6491045,0.6962738,3.4750435,-10.427788,10.718198,0.0011435106,0.00038143675,0.0011435105774728416,0.0002542911633820725,0.009953292086720467,0.006677187513560057,False,5kpbmc vs Rest,5kpbmc,Rest
HOXB6,0.1176,0.8824,-2.015356358773485,1.3011048e-06,8.557897e-07,1e-05,0.25,0.7291411,0.7338438,3.220211,-10.458778,12.320851,0.001905851,0.0006357279,0.0017152658662092624,0.000508582326764145,0.011043212376534939,0.005297661758959293,False,5kpbmc vs Rest,5kpbmc,Rest
AL121829.2,0.1174,0.8826,-2.0172851155927396,1.148807e-06,1.7578355e-07,1e-05,0.25,1.433453,1.2363443,3.105349,-8.441257,12.065288,0.002096436,0.00012714558,0.001905850962454736,0.00012714558169103624,0.017868904396891594,0.0009383437572978437,False,5kpbmc vs Rest,5kpbmc,Rest
CACNG8,0.1172,0.8828,-2.019216723243035,9.899879e-07,1.1063103e-07,1e-05,0.25,2.3523948,2.3907537,2.6212196,-7.442133,11.218648,0.001905851,0.0,0.0017152658662092624,0.0,0.009907463565468788,0.0,False,5kpbmc vs Rest,5kpbmc,Rest
PGBD5,0.117,0.883,-2.0211511916611506,1.4115407e-06,6.192113e-07,1e-05,0.25,0.6617252,0.63477993,2.8139293,-8.778751,10.200831,0.0028587764,0.00050858234,0.002287021154945683,0.0003814367450731087,0.008596211671829224,0.0028877644799649715,False,5kpbmc vs Rest,5kpbmc,Rest
DEPP1,0.1166,0.8834,-2.0250287508026448,1.175649e-06,3.704126e-07,1e-05,0.25,1.52062,1.6193457,2.5308516,-6.746998,10.211413,0.0024776063,0.00038143675,0.002287021154945683,0.0003814367450731087,0.011005976237356663,0.0012575180735439062,False,5kpbmc vs Rest,5kpbmc,Rest
IGKV4-1,0.1164,0.8835999999999999,-2.0269718616553134,4.0926625e-07,3.5201922e-06,1e-05,0.25,-1.9496315,-1.925189,3.0663738,-14.916343,9.56964,0.0007623404,0.03547362,0.0007623403849818944,0.0052129688493324855,0.004728201776742935,0.03985642269253731,False,5kpbmc vs Rest,5kpbmc,Rest
DNAH11,0.1162,0.8838,-2.02891787353509,8.945308e-07,1.0108453e-06,1e-05,0.25,-0.510474,-0.5523424,3.1129155,-10.3444805,9.981541,0.0009529255,0.0006357279,0.0007623403849818944,0.0006357279084551812,0.005596134811639786,0.009176300838589668,False,5kpbmc vs Rest,5kpbmc,Rest
PCDH1,0.1158,0.8842,-2.032818641207124,1.1978832e-06,1.2905135e-06,1e-05,0.25,-0.39614493,-0.27188396,3.5483944,-10.64952,11.824956,0.0015246808,0.0011443102,0.0013340956737183153,0.0008900190718372536,0.011633945629000664,0.015887727960944176,False,5kpbmc vs Rest,5kpbmc,Rest
TNS1,0.1158,0.8842,-2.032818641207124,1.5327049e-06,7.890524e-07,1e-05,0.25,0.29451886,0.27595997,3.588204,-9.38459,16.01836,0.0045740423,0.001525747,0.0032399466361730514,0.0015257469802924348,0.009257444180548191,0.007909922860562801,False,5kpbmc vs Rest,5kpbmc,Rest
SMIM24,0.1154,0.8846,-2.0367311360096627,1.3554614e-06,1.142693e-06,1e-05,0.25,-0.24659044,-0.2766857,3.348986,-10.296657,11.731079,0.0030493615,0.00089001906,0.0015246807699637887,0.0008900190718372536,0.015904711559414864,0.009093688800930977,False,5kpbmc vs Rest,5kpbmc,Rest
